,clean_text,sentiment
24994,packing aman barang sesuai deskripsi mantab lah pokoknya maap agak telat ngrespon gan ,positive
24995,recommended seller barang sangat baik waktu ga nunggu lama dteng top,positive
24996,top dah pelayanan oke barang oke packing rapi,positive
24997,barang bagus dan sesuai trims,positive
24998,batterynya sesuai dgn yang di pesan,positive
24999,barang sesuai keterangan oem bukan asli cetakan fonts di baterai kurang rapi beda dengan asli sony warna kuning tulisan berbeda dari sisi berat lebih ringan dari bawaan sony asli jadi agak meragukan keamanannya dan performa nya tapi setidaknya ada garansi bulan dari penjualnya semoga tdk ada masalah ,negative
25000,pengiriman cepat respond cepat dan barang oke pass buat asus ac moga awet,positive
25001,barang sesuai deskripsi belum dicoba packing rapi dan pengiriman cepat recomended seller,positive
25002,barang sudah diterima cepat sekali terima kasih ,positive
25003,barang mantap dites ok sip markotop,positive
25004,langsung dicoba barangnya oke punya,positive
25005,udah x beli disini top lah pokoknya ,positive
25006,barangnya bagus dan sesuai udah dua kali beli disini thanks gan,positive
25007,barang bagus pengiriman cepat mudah mudahan awet ,positive
25008,cepet banget datengnya respon penjual juga cepet makasih ya gan ,positive
25009,barang oke sesuai dengan spek,positive
25010,fast respon semoga lebih baik lagi,positive
25011,fast rrspon tp sayang kurir salah alamat mdh an ok ,positive
25012,bagus gan terimakasih banyaak ,positive
25013,pelayanan sangat bagus responsif produk sementara ini baru hari dicoba kelihatan sangat baik ,positive
25014,mantaapp sesuai deskripsi responsif,positive
25015,sudah tiba tapi belum dicoba makasih dan sukses,positive
25016,recomended seller packing mantap good quality thanks gan,positive
25017, recommended seller,positive
25018,packing tebal banget aman langsung pasang jozzzz tinggal tunggu bayaran dari konsumen matur nuwun ,positive
25019,bagus mantap tx seller,positive
25020,brg tepat cepat dan bagus,positive
25021,barang nya sudah say terima gan terimakasih,positive
25022,perfect gann tahnksss,positive
25023,jooooooossssssssss ,positive
25024,okkkeeeeeeeeeeeeeeeeeeee eeeee ,positive
25025,barang sudah tiba dengan cepat dan aman smga jadi partner bisnis selanjutnya,positive
25026,pesanan telah diterima dengan baik belum dicoba mudahan berfungsi baik ,positive
25027,pengiriman cepat packing bagus sayang kedetect ama lenovo not genuine saya lagi apes kali trims,negative
25028,respon cepat barang oke smoga awet thx juragan,positive
25029,sampai gan dan udah dipasang semoga awet thank you,positive
25030,pengiriman cepat barang berfungsi harga sesuai ternyata ada yang lebih murah ,positive
25031,barang sampai tujuan dengan selamat belum tes semoga saja awet,positive
25032,maaf terlambat review barang bagus harga bagus pengiriman cepat ,positive
25033,produknya pas semoga awet,positive
25034,dites dulu bulan kedepan klo bagus ntr recomended,negative
25035,thanks bos barang udh sampe dan sesuai,positive
25036,sudah sampai sesuai gambar dan diskripsi walaupun agak seret dan kurang rapat sedikit moga awet sukses selalu gan,positive
25037,produk oke lumayan tahan lama,positive
25038,barang sampai dengan selamat mulus packing rapih recommended seller ,positive
25039,udah dicoba alhamdulillah bisa dipake dan ndak masalah mudahan bisa awet,positive
25040,produk rusak tdk bisa digunakan sudah komplain ke penjual trus disuruh tukar setelah batre dikirim ke penjual penjual tdk merespon lagi kecewa ,negative
25041,mantab jiwa ,positive
25042,bos barang kmrin blm sampai bulan kok udh drop batrai nya gk bsa ngecas sama sekali j wlpun udh d cas lama no invoice inv xvii x ,positive
25043,baterainya sudah diterima dengan baik gan seller fast respon packing juga mantap terima kasih ,positive
25044,pengiriman cepat harga mantul ,positive
25045,memang kualitas sesuai diklaim ori dan performa sesuai ,positive
25046,battery yg dikirim memang ki namun jika di spec v yang dikirim v ,positive
25047,respon cepat dan brang sesuai deskripsi good seller,positive
25048,sip mantap barang bagus,positive
25049,penjualnya ramah fast respon dan proses pengiriman jg cepat recommended,positive
25050,siip gan sesuai pesanan ,positive
25051,cepet dan yang penting berfungsi dengan baik bisa ngecharge ,positive
25052,barang telah sampai delam keadaan baik kualiatas mantap,positive
25053,nantaps jiwa komandan ,positive
25054,maaf lupa konfirmasi barang sudah diterima hr yg lalu rocom seller dah ini ,positive
25055,mantap barangnya dan pelayanan dan respon memuaskan dan cepat,positive
25056,cakep responsif sesuai pesanan harga terbaik berfungsi dengan baik thanks,positive
25057,barang oke bos mantap belanja disini ,positive
25058,barang sudah sampai fast respon trim,positive
25059,barang sesuai foto di tes juga bisa untuk laptop asd semoga awet,positive
25060,barang ok bisa dipake agak kaget aja awal awal berdesis ,positive
25061,oke banget barang sampai dengan selamat,positive
25062,kualitas produk sangat baik sesuai dan berfungsi dengan baik packing sangat baik pelayanan ramah dan pengiriman sangat cepat recommended seller terima kasih ,positive
25063,berfungsi dengan baik proses cepat,positive
25064,bagus packing bagus rapih aman rekomen,positive
25065,so far so good sempat ada kerusakan dibarang pertama tapi seller sigap dalam menyelesaikan keluhan good job ,positive
25066,barang sampai sesuai pesanan thnx,positive
25067,terima kasih semoga awet barang nya ,positive
25068, thanks seller ,positive
25069,mantàaaaaaaaaaap jiwaaaaq,positive
25070, more than recommended seller ,positive
25071,kualitas produk sangat bagus persis seperti charger bawaan laptop aslinya tegangan stabil kabel terlihat durabel packaging rapi aman respon seller cepat dan ramah recommended ,positive
25072,hari pertama penggunaan charger mati lgsg komplain n direspon dgn baik sampai dapet barang yg sehat lg walau terkendala pada kurir jnt yg salah kirim brg ,positive
25073,barang terlihat baru dan bagus ,positive
25074,mantap respon cepat ,positive
25075,thanks gaaaaaannnnn ,positive
25076,barang ori sesuai dengan yang digambar ,positive
25077,sudah sampai barangnya,positive
25078,response cepat spec yg tertera di charger sama dg yg di gambar produk,positive
25079,hampir mirip charger bawaan aslinya,positive
25080,produk berfungsi dengan baik pengiriman cepat cm sayang driver gosendnya minta uang parkir ,positive
25081,barang datang tepat waktu dan sesuai dengan ulasan mantap jiwa,positive
25082,barang sudah sampai dan berfungsi mudahan awet thanks gan,positive
25083,sesuai deskripsi dan kualitas oke thanks,positive
25084,recommend seller ,positive
25085,respon cepat produk mantap tks ,positive
25086,barang cepat sekali dtg nya good lah pokoknya,positive
25087,kualitas produk sangat baik sesuai dengan deskripsi,positive
25088,berfungsi dengan baik om tq,positive
25089,produk bagus harga terjangkau,positive
25090,pengiriman cepat dan barang sudah ditest,positive
25091,sesuai dengan gambar bisa untuk ke laptop nsl cuma agak lama untuk full nya mungkin karna amperenya gpp lah yang penting bisa ngecas recommend seller nihh sukses terus gan,positive
25092,sudah sampai semoga awet thanx,positive
25093,barang bagus respon penjual cepat good seller,positive
25094,produk baik respon penjual cepat ,positive
25095,thanks barang sudah sampai respon penjual bagus barang bagus recommended,positive
25096,thanks seller good quality good repons ,positive
25097,barang sesuai pic kualitas saya coba dulu paking rapi bagus banget ,positive
25098,ini bagus dan layak pakai,positive
25099,barang susai dengan gambar top cher gan tq,positive
25100,barang mantap bekerja dengan baik dan sempurna besttttttt,positive
25101,pelapak cepat responnya barang sangat pas di laptop ga ada goyang n berfungsi dgn baik,positive
25102,barang susuai pesanan n respon memuaskan ,positive
25103,barang nya bagus sesuai deskripsi,positive
25104,siiippp kyboard berfungsi normal maaf telat ulasan nya,positive
25105,charger cocok dan berfungsi dengan baik sayangnya kabel kurang panjang tidak seperti yang saya bayangkan ,positive
25106,mantaaaaaabbbb semoga and recommended seller teeenkkiyuuu ,positive
25107,alhamdulillah pesanan sudah diterima dgn baik amp sudah dipakai terima kasih ,positive
25108,produk e lancar ni trouble,positive
25109,pengiriman cepat packing rapih ,positive
25110,barang sudah diterima dgn baik langsung dites maknyuuuss pengiriman lumayan cpat thanks gan,positive
25111,siiiiiiiiiiiipppppppppppppppp,positive
25112,barang sesuai pesanan sudah di uji dan mantap bosque,positive
25113,produk sesuai pesanan recommended seller,positive
25114,ok mantap produk y sesuau dengan harapan,positive
25115,respon penjual cepat produk sampai sesuai pesanan,positive
25116,one word mantap ,positive
25117,terima kasih seller kurir gojek ,positive
25118,respons cepat barang bagus sesuai gbr dan spek ,positive
25119,terima kasih tv sudah bisa nyala lagi,positive
25120,barang bagus sesuai diakripsi dg harga bersaing rekomanded seller ,positive
25121,barang sudah sampai packing aman ,positive
25122,siip mantap gan terima kasih ,positive
25123,packing rapih dan diterima dengan baik,positive
25124,sesuai pesanan packing aman dan cepat sampai,positive
25125,tjakep good awesome istimawe ,positive
25126,bolehlah ,negative
25127,cepattt respon dn mataaaaaaaaaaaaappppppppppppppppppp ,positive
25128,mantaaaaaaaaaaaaaaaaaaaaaaaaaaaappp,positive
25129,belum dicoba mudahan saja bagus terima kasih,positive
25130,sesuai lah semog awet deh,positive
25131,sesuai deskripsi berfungsi dgn baik proses cepat,positive
25132,gak mengecewakan pokoknya bakal jadi pelanggan yang setia saya ,positive
25133,mantaps respon dan pengiriman sangat cepat makasih ya gan ,positive
25134,mantap barang bagus sesuai deskripsi dan berfungsi baik ,positive
25135,cepat sampai bagus mantap,positive
25136,barang pesanan sesuai terimakasih ,positive
25137,pengiriman barang cepat sesuai dengan harapan,positive
25138,baterai sudah diterima dan langsung dipasang saat dipasang isi baterai sekitar semoga awet anehnya baru dicharge kok cepet jadi keisi persen ketika saya bandingkan dengan baterai bawaan laptop nampaknya agak beda keterangan produk berupa sticker kalo bawaan laptop bukan sticker packing rapi tanpa bubble wrap ,negative
25139,trakasih pessnan sudah sampai,positive
25140,barang selalu terbaik kwalitas no gooooooood,positive
25141,makasih bos ,positive
25142,mantap respon cepat sukses selalu,positive
25143,produk sesuai berfungsi baik dan packing rapi pengiriman cukup cepat ,positive
25144,mantap kualitas ok harga supermurah namun bukan murahan langganan terussssssssss,positive
25145,keren gan terimakasih bnyk barangnya sesuai sekali cepet bgt sampai nya sukses y gan,positive
25146,terima kasih berfungsi dengan baik semoga awet,positive
25147,mantap barang sperti di gambar thanks tokopedia,positive
25148,paket rapih dan respon penjual cepat,positive
25149,bagus dan murah harganya,positive
25150,bintangnya ada lima d,positive
25151,berfungsi dengan baik pengiriman cepat semoga awet terima kasih,positive
25152,packing rapih bgt barang cepat sampai sudah ditest and work well nice ,positive
25153,packing rapi dan pengiriman cepat thanks,positive
25154,pengiriman cepat produk bagus rekomended,positive
25155,mantabs produknya murah meriah respon cepet paketan lumayan terimakasi saudara,positive
25156,barang sesuai deskripsi packing oke respon cepat harga bersahabat sukses as komputer ,positive
25157,mantapzzzzzzz ,positive
25158,mantap produk ny sesuai dengan apa yg saya idam idamkan selama ini bahagia nyaa ,positive
25159,pengiriman cepat dan bagus,positive
25160,respon cepat amp service bagus makasih,positive
25161,barang nya udah dipakai output v dan a sesuai yg tertera pada unit ,positive
25162,fast respon barang sesuai pesanan terima kasih gan recomended seller,positive
25163,barang sesuai pesanan trims gan ,positive
25164,mantav djiwa barang berfungsi baik,positive
25165,sudah dua kali beli barang yg sama di sini produknya terjamin bagus sukses selalu,positive
25166,thanks bos brang dah sampeeeee bos,positive
25167,barang sesuai pesanan eom,positive
25168,barang sesuai pesanan langsung saya gunakan dan memuaskan terima kasih ,positive
25169,kualitas oke pengiriman secepat kilat respon kaya balas chat sama pacar fast recomended seller,positive
25170,respon cepat dan fungsi normal sesuai deakripsi thank you,positive
25171,kesesuaian dengan deskripsi ukuran dan warna sesuai dengan foto dan deskripsi produk yang dijual ,negative
25172,produk kualitas oke dan pengiriman rapih,positive
25173,respon cepat the best recoment ni toko respertahankan ya bosku,positive
25174,oke gannnnnn ,positive
25175,barang bagus work terimakasih,positive
25176,barang work beli work semua thanks,positive
25177,barang mendarat dengan mulus gan fast respon bgt terimakasih,positive
25178,mantap produk sangat bagus respon cepat semoga awet terimakasih recommended seller ,positive
25179,recommended seller tinggal dicoba,positive
25180,paling murah dan tidak mengcewakan bagusss,positive
25181,oke barang nyampe dan berfungsi semoga awet,positive
25182,belum dicoba tapi barang sudah sampai kondisi baik kemasan rapi aman pengiriman cepat dan pelayanan prima,positive
25183,cepat banget sampainya barang berfungsi dengan baik,positive
25184,barang sesuai keadaan sebenarnya packing rapi cmn gr kurir nya yg kurang cepat ,positive
25185,barang sampai dgn selamat packing baik sesuai pesanan bisa dipakai semoga awet terima kasih,positive
