,text,sentiment
33365,barang udah diterima makasih ya,positive
33366,produk sesuai dengan spesifikasi..,positive
33367,sudah di terima kualitas sesuai harga..,positive
33368,parang sesuai spesifikasi mkasih tokopedia,positive
33369,brg udh sampe.......................mksh.......,positive
33370,brg sdh d terima......sesuai harga....mantab...sukses slalu,positive
33371,"barang ny sudah sampai,, respon cepat,, thanksssss",negative
33372,OK.... Barang sdh saya terima....,positive
33373,terimakasih sudah diterima dengan baik,positive
33374,bagus suami suka. mksh.... ......,positive
33375,oky gan barang  dah mendarat dengan selamat,positive
33376,"Barang dah datang gan..
sukses selalu ye...",positive
33377,"Barang sesuai deskripsi, fast respon pengiriman jg cepat,",positive
33378,barang sdh diterima dgn baik. packing jg rapi. respond cepat.,positive
33379,"mantap, celana nya oke, adem dipakai",positive
33380,"bagus bahannya,pengiriman cepat",positive
33381,"bahanya bagus, size nya juga pas.... enak dipake",positive
33382,barang sesuai dengan pic..................,negative
33383,"Recommend seller,  sudah 2 kali beli disini,  proses cepat, packing rapih, barang oke",positive
33384,thanks ya telah terima  kwalitas aesuai harga,positive
33385,Nice.......................................................,positive
33386,yg 1 celananya kekecilan padahal ukuran sama...,negative
33387,cepat lah pokoknya mh belanja di die. terimakasih kang,positive
33388,"fast respon, cepat nyampeknya . . ..",positive
33389,"celana nya sudah sampai, bahan nya ok banget, paking nya juga rapih",positive
33390,"sesuai harga dan kualitas, good jobs",negative
33391,"Maaf telat..barang sampai dengan selamat..pengiriman cepat,,tapi sayang warna sama semua..",negative
33392,"ok...........................
................",positive
33393,"Mantap....!!!!!!
Barang mendarat dengan Selamat. Bagus. Model sama ukuran oke. Mantap lh, Recomendet gan, terima kasih.",positive
33394,"barang sesuai deskripsi, kualitas sesuai harga",positive
33395,"celananya bgus. bhanny nyman, klo lg panas jd adem klo lg dingin dia anget hihi mntep.. thx gan ntr order lg :)",positive
33396,bagus barangnya..thanks gan..pgn order lg,positive
33397,fast respons..sayang ongkirnya kemahalan,negative
33398,biar bintang yang bicara saja. thanks,positive
33399,"makasih sudah sampai ,,,,,,,,,,,,,,,,,",positive
33400,"udah sampe sis, oke deh barangnya",positive
33401,"barang sudah sampe.
pengiriman juga cepat
harga dan kualitas barang sesuai lah",positive
33402,"untuk ukuran celana yang harganya 35.000, celana ini bagus banget. ditambah bungkusannya yang bikin serasa beli celana adidas asli.",positive
33403,"sesuai foto, cpt sampe, makasih ya",positive
33404,"sip lah. makasih gan. btw yg abu abu bahannya beda sendiri, yg lain jadi ngiri :v ahahahah..",positive
33405,"barang dah dateng thanks ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",positive
33406,sesuai harga lah....................................,negative
33407,Sesuai deskripsi celananya bagus.. Walaupun kegedean sdkit tp enak dipakai :),positive
33408,"alhamdulillah,,, terima kasih gann... barang bagus banget... share ah ke temen2 :DDD",positive
33409,Bagus Dahh...Barangnyaa Kgk Nyesel Beli Di tokopedia.com,positive
33410,barang sudah sampai. bagus banget. suka juga sama bahannya. sesuai dengan gambar juga. makasih,positive
33411,"alhamdulillah sudah sampai,semoga bermanfaat...",negative
33412,"siip, terima kasih.. murmer dan pelayanan cepat",positive
33413,Murah meriah lumayan .............,negative
33414,Pelayanan cepat produk bGus,positive
33415,kualitas seperti barang murahan.,negative
33416,"produk sesuai diskripsi, bonus pompa juga ada, kualitas mantap, pengiriman fast, overall good, tqs",positive
33417,"Alhamdulillah barang sampai.
Original dan terjamin.",positive
33418,mamtafffffff.........................................,positive
33419,Brg sesuai pesanan.. n cepat baget.. good saller.....,positive
33420,"Terima kasihh sellerr..responnya super cepat,kualitas barang bagus,memuaskan..",positive
33421,Wuookkkkkaaaaayyyy.........,positive
33422,"Paket rapi, sesuai pesanan, response cepat, pengiriman cepat.",positive
33423,Produk sangat bangus,positive
33424,barang baguss..kualitas top,positive
33425,"Recommended Seller, Original Product, Good Packing, Fast Delivery, Fast Response, Good Job, I Love it",positive
33426,Thx agaaan! barang sudah diterimaaa.. Prosesnya cepat..,positive
33427,gym ball diterima.. hijau sesuai pesanan terima kasih,negative
33428,"Barang sdh diterima, kondisi bagus, ga ada bocor, cm wrapping aja yg krg solid...:) terima kasih",positive
33429,Good....................,positive
33430,pesanan cepat dikirim cepat...,positive
33431,"barang sesuai deskripsi, original",positive
33432,"Barangnya bagus sesuai gambar, cepat sampai, recommended",positive
33433,"Thanks gan, paket mendarat dengan selamat dan akurat, paking super mantap ada label FRAGILE, trima kasih banyak",positive
33434,barang sudah sampai belum semoat do pasang trims ya,positive
33435,"Barangnya bagus sesuai gambar, cepat sampai, recommended",positive
33436,Harganya relatif murah dibanding lapak lain,positive
33437,"suwun om, barang dah nyampek
packing bagus, pelayanan oke",positive
33438,"barang sdh diterima, kondisi OK, thks",positive
33439,sesuai fto dan respon juga cepat,positive
33440,"Thanks, barang sudah diterima sesuai pesanan",positive
33441,barang udah sampai gan...............,positive
33442,"barang sudah di terima dengan baik,,,, thx ya gan",positive
33443,"Barang sesuai diskripsi dan foto, respon cepat barang cepat dikirim, terima kasih.",positive
33444,ok..sip................,positive
33445,Respon seperti kilat cepat..barang sesuai deskripsi dan warna sesuai...tokonya jujur...sip,positive
33446,Barang bagus..respond seller cepat..recomended seller,positive
33447,"Nice and good, pengiriman sesuai jadwal",positive
33448,Cocok di etalase..markotooooop,positive
33449,Nicee service.........,positive
33450,Kualitas bola bagus. Pengiriman juga cukup oke.,positive
33451,"Kartu sdh saya terima dengan baik, packing sangat aman sekali",positive
33452,"Packing rapi, barang sesuai dengan deskripsi",positive
33453,terimah kasih bos.. barang udah sampai tujuan....  mantap bos.,positive
33454,terima kasih.. barang bagus.. pengiriman cepat.. respon cepat..harga hemat..,positive
33455,barang sdh diterima dengan baik,negative
33456,"barangnya sudah sampe gan,,barang bgus,,tpi agk kecilan yaa...",positive
33457,"Brg bagus , packing rapi , brg sesuai gbr , lebih murah , tq",positive
33458,"barang nya bagus, semoga awet. saya pikir 1 set berisi 2 paket kartu merah hitam, ternyata 1 set 1 paket kartu aj",positive
33459,tinggal dicoba pasang nih,positive
33460,Barang ny pecah dan kesamaan saya mta ganti,negative
33461,"barang sesuai ,  respon cepat , dan barang mulus , puas pokoknya :)",positive
33462,"Terima kasih barang mendarat dengan selamat, tepat waktu dan tepat sasaran😄",positive
33463,MaaaaaaaaaaaaaaaNTaaaaaaaaaaaaaaaBBB,positive
33464,Mantap gaiss barangnya bagus,positive
33465,produk sesuai gambar. trims,positive
33466,Respon cepat. Barang diterima sesuai pesanan,positive
33467,Proses cpt barang ada cacat sedikit tp sesuai denghan harga,positive
33468,Kualitas baik pelayanan baik,positive
33469,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,positive
33470,Terimakasih order sudah sampai,positive
33471,sesusai dengan deskripsi.. sesuai gambar.. lambat respon tp banyak aksi.. barang sampe tepat waktu.. terima kasih yah..,positive
33472,Sesuai dg deskripsi thanks,positive
33473,mantap bgt gan. tks.................,positive
33474,barang nya sudah saya terima gan. terimakasih,positive
33475,barang dah nyampek....memuaskannn....tq,positive
33476,"Tas bagus sekali, respon kirim super cepat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",positive
33477,"Penggiriman cepat, kualitas memuaskan sesuai harga 😁👍",positive
33478,Alhamdulillah paketan datang dengan selamat...maaf telat kasih ulasan..,positive
33479,"Bagus sekali dengan harga 100k

Mulai dari resleting hingga jaitan bagus.
3ruang besar + 1 ruang kecil
1 ruang besar cukup buat diisi 3 sepatu
Jadi gak perlu kawatir kekurangan ruang
Resleting lancar sekali.

Jangan ragu untuk dibeli.",positive
33480,"Produk sangat bagus, packing rapi, respon cepat, very recomended seller",positive
33481,Barang mendarat mulus dan sesuai,positive
33482,barang bagus dan murah tokonya fast respon,positive
33483,"Mantaaaabsss tas raket nya
Thanks",positive
33484,"barang bagus, pelayanan mantap",positive
33485,Tas kualitas bagus. bahan bagus.,positive
33486,ta ats kerjasamanya........ smga mkn suksez,positive
33487,saya puas dan terkesan dengan tas nya... sesuai deskripsi dan harga muraah terima kasih banyaak... semoga aweet,positive
33488,"thanks gan.,.,.,.,.,.,.,.,.,.,.,. barang dah diterima.,.,.,.,.,.,.,.,.,.,.,",positive
33489,"thanks boss..,.,.,.,.,.,.,.,., barang dah diterima.,.,.,.,.,.,..,.,",positive
33490,siiiiiiiiiiiiippppppppppppppppppppppppppppppppp,positive
33491,Harga murah barang nya kualitas nya Ok....,positive
33492,"sudah di terima, kondisi bagus, ok",positive
33493,thanks gan.... barang dah diterima...,positive
33494,Barang bagus diterima dengan baik,negative
33495,thanks gan....  barang dah diterima..,positive
33496,barang bagus dan siiiiipp............,positive
33497,"Barang sudah diterima, terima kasih.",positive
33498,"thanks sudah sampai,,,,,,.....................",positive
33499,ok sudah di terima dengan baik.....,positive
33500,"Tas sdh diterima, bagus dan murah",positive
33501,paketan nya sudah dateng gan.... makasih banyak,positive
33502,Produk bagus ............tks........recommended seller...,positive
33503,Sesuai dengan apa yang dipesan,positive
33504,"Barang sampai dengan selamat , Terima kasih",positive
33505,Proses pengiriman sangat cepat,negative
33506,"Produk sesuai, pengiriman dan respon cepat.",positive
33507,"Terima kasih, barang sudah saya terima",positive
33508,"Packing bagus,rapi &amp; cepat....trim",positive
33509,thks bos.................,positive
33510,mantabbbbbbbbb................,positive
33511,"Packing bagus,rapi &amp; cepat..trim.",positive
33512,sesuai dengan orderan sukses selalu tks,positive
33513,"Sablonan sempat menempel satu sama lain dan dengan kertas. Jadi sablonan banyak yang sedikit cacat. Tapi secara overall, oke",positive
33514,not baddddddfdffddfdddddddd,positive
33515,"butuh empat Hari sebelum tiba, tapi masih lumayan",positive
33516,Produk enak di pakai.semoga awet..,positive
33517,Thanks gan produk bagus,positive
33518,"Cepat, packaging rapi respon cepat",positive
33519,barang sudah saya terima dengan baik,positive
33520,"barang sesuai deskripsi, seller respon cepat, terima kasih",positive
33521,bagus barang ny dan kiriman cepat sampai,positive
33522,Barang sesuai pesanan proses pengiriman cepat..thank's,positive
33523,god....................... mantap,positive
33524,sesuai pesanan.....semoga bermanfaat...........,positive
33525,Penyangga Lutut sdh trm dg baik. Cepat pengiriman & aman. TERIMA KASIH.,positive
33526,Best service.....!!!!top markotop,positive
33527,Packing rapi...brg cepat DTG..sesuai gambar,positive
33528,Repeat order. Thanks gan,positive
33529,produk bagus dan sesuai.,positive
33530,Fast response recommended seller,positive
33531,udah diterima secepat kilat thanks!,positive
33532,Patasssssssssssssssasasassssssssassaaaasaasaa,positive
33533,"Barang sudah diterima, terima kasih",positive
33534,transaksi cepat menggunakan gojek,positive
33535,"Barang bagus, sesuai gambar, proses cepatttt... Makasih dan sukses selalu...",positive
33536,"Barang cepat SAMPAI dan sesuai, RECOMMENDED SELLER 👌🏻 👍🏻 👌🏻 👍🏻",positive
33537,Terimakasih...barang sdh nyampe,positive
33538,Sudah sampe paketnya gan....makasih...,positive
33539,"Terimakasih Gan! Pengiriman cepat sekali.. baru pesan tadi pagi, gak berapa lama kemudian sudah dikirim. Diskusi produk juga langsung dibalas dgn cepat. Produk baik, lengkap dgn plastik pembungkus nya.
Gojek nya perhatian sekali pula. Waktu saya terima barangnya, bapak Gojek bilang, &#34;hati hati ini berat lho, 6 kg dumbell-nya.&#34; 😂🙏",positive
33540,"Pengiriman cepat, barang sesuai gambar sippp",positive
33541,"sangat baik, sesuai deskripsi produk",positive
33542,"Barang bagus, sesuai gambar, pengiriman cepat",positive
33543,sipp lahh..fast responn...produknya oke.,positive
33544,oke thanks barangbudah sampe kok gan,positive
33545,"barang sdah sampai gan , thanks",positive
33546,"Sesuai deskripsi. untung ada online di toped. males ke toko pancing karena merembet biasanya belanjanya. Dari dulu suka sama tackle box ini, pas banget size nya buat trip, kebawa semua hook, assist, split ring, swivel dan organized.",positive
33547,Mantap pokok e. Barang sesuai gambar. Laris terus juragan,positive
33548,Produk sangat kokoh dan pengiriman aman .respon seller cepat serta ramah .terima kasih kakak :),positive
33549,Barang sesuai dan respon cepat,positive
33550,Pengiriman luar biasa cepat. Very recomended,positive
33551,"Respon kirim cepat, barang aman.",positive
33552,"Makasih, ring basketnya sesuai dengam keperluan anak saya.",positive
33553,"Produk sesuai dengan gambar. Produk untuk pemula shooting saja. Saran: untuk yang suka ngedunk, lebih baik beli yang tebalan dan ada per nya.",positive
33554,Respon penjual bagus dan barang sesuai pesanan,positive
33555,bagus barangnya sesuai foto dan pengiriman cepat. thanks!!,positive
33556,"kualitas baik, belum sempat dipasang, tapi sdh terlihat kokoh",positive
33557,"Response cepat, barang sesuai specs",positive
33558,"Barang lumayan, cuma kok penjual menulis berat barang salah, sehingga biaya ongkir tertulis 15.000 tapi di struk JNE cuma 10.000 ada selisih 5.000 ..... Capek dehhh",positive
33559,barangnya bagus cukup kuat.,positive
33560,barangnya cepet sampeknya bagus,positive
33561,Barang bagus. respon cepat,positive
33562,niceeee :)) thanks gannn...........,positive
33563,bagus...tapi lama nya kirim barang nya,negative
33564,barang sampai kurang dari 1 jam,positive
33565,Barang sudah saya terima. Cukup bagus.,positive
33566,datang cepat. terimakasih. besi nya kuat. adek saya seneng.,positive
33567,"Finishing nya agak kasar, secara keseluruhan ok. Harga sesuai",positive
33568,Pengiriman cepat respon pembili good,positive
33569,"pengiriman nya cepat, fast respon, recomended, pokok nya saya harus penuhin comment ini lah supaya bisa di accept kalo ga notif nya muncul terus",positive
33570,"Celana affordable, enak nyaman banget di pakenya. Bahannya juga ga murahan",positive
33571,Barang sesuai deskripsi,positive
33572,Thanks boz kmi puas dngn produknya,positive
33573,"Produk bagus sesuai deskripsi, respon penjual juga cepat",positive
33574,"Barang sudah terkirim.
Siip barangnya",positive
33575,"Service, kecepatan pengiriman, produk bagus",positive
33576,oke thanks ............,positive
33577,Respon &amp; Pengiriman Cepat,positive
33578,nyampe selamat.... thx,positive
33579,cocok lah sama harganya,positive
33580,Gooooooooooooooooooooood,positive
33581,Service Bagus & Kualitas Bagus,positive
33582,sesuai dg harga n barang nya.....,positive
33583,bagussssssss dan cepattttttttttttttttttt,positive
33584,goooooooooooooooooooood serviceeeeeee,positive
33585,Sippppppppppppppppooooooooooooooo,positive
33586,gooooooooooooooooddddddddddddddd,positive
33587,mantaaaaaab respon seller bagus...,positive
33588,"sesuai gambar, kualitas bahan ok",positive
33589,lumayan.. walaupun agak kekecilan..,positive
33590,"Barang bagus, sudah saya terima dg baik gan",positive
